Unique_ID,f0_TE_GHz,C0_TE_fF,L0_TE_nH,R0_TE_ohm,alpha_TE_eff,f0_TM_GHz,C0_TM_fF,L0_TM_nH,R0_TM_ohm,alpha_TM_eff
ID391_4_R10_W0.0644.csv,4.4853,169.6166,7.4232,1.7148,16.14,4.4613,171.9529,7.4014,1.7259,5.72
ID392_4_R10_W0.1189.csv,4.3662,207.0868,6.4161,1.3824,6.31,4.3687,206.1879,6.4367,1.2327,4.57
ID393_4_R10_W0.1733.csv,4.3464,225.6048,5.9435,0.9447,29.96,4.3276,228.222,5.9264,0.9376,25.56
ID394_4_R10_W0.2278.csv,3.823,341.26,5.0786,0.7664,4.54,3.8405,338.3851,5.0752,0.7745,3.77
ID395_4_R10_W0.2822.csv,3.3127,507.1689,4.5513,0.6108,29.62,3.2642,524.1654,4.5355,0.5937,7.82
ID40_1_R5_W0.01.csv,10.98,60.521,3.4716,2.1,7.84,10.9593,60.6816,3.4755,2.1166,4.8
ID420_5_R3_W0.01.csv,18.0292,36.454,2.1377,2.6875,35.74,18.0285,36.4483,2.1382,2.7012,9.29
ID421_5_R3_W0.0256.csv,17.9802,42.6334,1.8378,1.7866,29.7,17.9661,42.6876,1.8384,1.7915,7.96
ID422_5_R3_W0.0411.csv,17.6539,50.1216,1.6216,1.3349,27.71,17.6414,50.1843,1.6218,1.3292,7.11
ID423_5_R3_W0.0567.csv,16.8613,61.5182,1.4483,1.0674,31.56,16.8616,61.5427,1.4477,1.0651,6.39
ID424_5_R3_W0.0722.csv,14.3812,98.0351,1.2493,0.8569,21.44,14.3979,97.7307,1.2503,0.8492,5.25
ID430_5_R4_W0.01.csv,13.5689,46.2132,2.977,3.0047,51.14,13.5713,46.2442,2.974,2.9987,8.89
ID431_5_R4_W0.0311.csv,13.6764,53.6328,2.525,1.8406,31.49,13.6725,53.61,2.5275,1.8271,8.18
ID432_5_R4_W0.0522.csv,13.5802,61.3138,2.2401,1.3724,78.12,13.5553,61.2962,2.249,1.3773,7.82
ID433_5_R4_W0.0733.csv,13.0177,75.2246,1.9871,1.0918,-161.18,13.0054,75.4288,1.9854,1.0893,7.6
ID434_5_R4_W0.0944.csv,11.4287,110.2355,1.7592,0.8376,-23.57,11.4491,110.0233,1.7563,0.8379,8.96
ID440_5_R5_W0.01.csv,10.8902,54.3728,3.9281,3.3053,20.55,10.9169,54.1781,3.923,3.3151,10.09
ID441_5_R5_W0.0367.csv,11.0648,63.0239,3.2828,1.8644,22.83,11.0678,63.0139,3.2816,1.8634,8.55
ID442_5_R5_W0.0633.csv,10.918,74.3922,2.8564,1.3734,20.54,10.92,74.256,2.8607,1.3713,7.5
ID443_5_R5_W0.09.csv,10.4261,92.6276,2.5157,1.074,16.41,10.4561,91.8892,2.5214,1.0729,6.52
ID444_5_R5_W0.1167.csv,9.1767,135.6414,2.2175,0.813,11.17,9.1176,137.8664,2.2102,0.8185,4.39
ID450_5_R6_W0.01.csv,9.0111,64.8594,4.8096,3.557,11.74,9.0848,63.6382,4.8228,3.5745,8.78
ID451_5_R6_W0.0422.csv,9.2131,74.4792,4.0068,1.8515,12.75,9.2484,74.1769,3.9924,1.8587,7.64
ID452_5_R6_W0.0744.csv,9.1306,87.8157,3.4599,1.351,10.33,9.1079,88.3071,3.4579,1.349,6.96
ID453_5_R6_W0.1067.csv,8.733,108.8592,3.051,1.0688,8.41,8.7236,109.3776,3.0431,1.0662,5.22
ID454_5_R6_W0.1389.csv,7.6913,159.3833,2.6866,0.7981,6.27,7.689,159.748,2.6821,0.8092,3.79
ID460_5_R7_W0.01.csv,7.7539,74.008,5.6928,3.8143,18.42,7.73,74.3611,5.7007,3.8085,6.82
ID461_5_R7_W0.0478.csv,7.9823,84.0112,4.732,1.8796,19.06,7.9594,84.3698,4.7391,1.8754,6.74
ID462_5_R7_W0.0856.csv,7.8615,100.3215,4.0854,1.3358,12.51,7.8321,100.8223,4.0957,1.3274,5.4
ID463_5_R7_W0.1233.csv,7.4923,124.994,3.6101,1.0399,8.27,7.5298,123.9869,3.6032,1.0483,4.64
ID464_5_R7_W0.1611.csv,6.72,176.7352,3.1738,0.808,9.79,6.7055,178.3548,3.1585,0.8096,3.6
ID470_5_R8_W0.01.csv,6.7618,84.843,6.5298,4.0063,18.2,6.7737,84.8305,6.5079,3.9944,5.65
ID471_5_R8_W0.0533.csv,6.988,96.0402,5.4011,1.908,17.54,6.9797,95.9289,5.4202,1.9114,5.47
ID472_5_R8_W0.0967.csv,6.8213,116.5578,4.6705,1.3242,8.9,6.8665,114.6906,4.6843,1.3264,4.45
ID473_5_R8_W0.14.csv,6.5373,143.1039,4.1418,0.9609,7.05,6.5452,144.3018,4.0975,1.0137,3.53
ID474_5_R8_W0.1833.csv,5.9172,201.0911,3.5976,0.8303,-12.3,5.8616,205.3683,3.5898,0.8164,3.98
ID480_5_R9_W0.01.csv,6.0656,91.5221,7.5227,4.2281,-219.18,6.0651,91.6252,7.5153,4.2291,5.92
ID482_5_R9_W0.1078.csv,6.1268,127.6009,5.2884,1.3339,19.55,6.1669,125.1126,5.3236,1.3322,6.59
ID484_5_R9_W0.2056.csv,5.2182,230.0348,4.0439,0.8113,9.08,5.3175,220.5743,4.0613,0.8155,4.37
ID491_5_R10_W0.0644.csv,5.7445,108.8576,7.0514,1.8978,-9.62,5.6938,110.2782,7.0851,1.8725,7.42
ID493_5_R10_W0.1733.csv,5.201,183.6724,5.0982,0.9924,22.86,5.2038,183.5948,5.095,1.0056,4.38
ID494_5_R10_W0.2278.csv,4.7363,247.5677,4.561,0.7941,-60.59,4.794,240.8441,4.5762,0.7924,4.48
ID50_1_R6_W0.01.csv,9.2258,70.9837,4.1925,2.2142,6.29,9.1912,71.17,4.2131,2.1926,4.49
ID520_6_R3_W0.01.csv,13.5094,24.6977,5.6197,7.882,-52.44,13.4941,24.7048,5.6308,7.8601,31.31
ID521_6_R3_W0.0156.csv,13.7424,26.0964,5.1396,6.5799,-64.6,13.7349,26.0929,5.146,6.5723,33.03
ID522_6_R3_W0.0211.csv,13.9765,27.4769,4.7193,5.6893,-79.37,13.9829,27.4297,4.7231,5.7042,35.72
ID523_6_R3_W0.0267.csv,14.2078,28.8478,4.3499,5.0295,-58.11,14.2029,28.8833,4.3475,5.0261,30.74
ID524_6_R3_W0.0322.csv,14.3858,30.4005,4.0262,4.5078,-63.63,14.3851,30.3927,4.0276,4.5144,32.18
ID525_6_R3_W0.0378.csv,14.5364,32.126,3.7314,4.0797,-66.43,14.5348,32.1295,3.7318,4.0645,27.78
ID526_6_R3_W0.0433.csv,14.6564,33.9971,3.4685,3.7619,-58.9,14.6561,33.9921,3.4692,3.7797,26.98
ID527_6_R3_W0.0489.csv,14.7549,36.2514,3.2095,3.4806,-46.98,14.7433,36.3674,3.2044,3.466,25.36
ID528_6_R3_W0.0544.csv,14.787,39.0922,2.9634,3.2205,-50.08,14.7824,39.1291,2.9624,3.2186,22.81
ID529_6_R3_W0.06.csv,14.7555,42.6982,2.7247,2.9687,-49.57,14.7631,42.6754,2.7234,2.9676,22.98
ID530_6_R4_W0.01.csv,9.9516,32.2223,7.9378,8.6069,-73.23,9.9649,32.3354,7.8889,8.605,23.39
ID531_6_R4_W0.0178.csv,10.1371,34.9337,7.0562,6.7604,211.39,10.1755,34.5871,7.0732,6.781,27.13
ID532_6_R4_W0.0256.csv,10.4189,34.6531,6.7337,5.9091,-54.93,10.394,34.7808,6.7412,5.8616,32.58
ID533_6_R4_W0.0333.csv,10.5828,36.7141,6.1603,5.0914,233.36,10.6084,36.3736,6.1881,5.1179,34.85
ID534_6_R4_W0.0411.csv,10.7445,38.5991,5.6844,4.5079,-341.63,10.7043,39.1273,5.65,4.4674,22.92
ID535_6_R4_W0.0489.csv,10.8651,40.9158,5.2442,4.0406,294.35,10.8653,40.931,5.2421,4.0438,25.93
ID536_6_R4_W0.0567.csv,10.9669,43.5739,4.8333,3.669,113.64,10.9863,43.2576,4.8515,3.6995,24.25
ID537_6_R4_W0.0644.csv,11.0284,46.7427,4.4555,3.3666,177.78,11.0414,46.6579,4.4531,3.354,21.35
ID538_6_R4_W0.0722.csv,11.0637,50.4148,4.1047,3.114,74.65,11.0753,50.255,4.1092,3.1034,17.73
ID539_6_R4_W0.08.csv,11.0308,55.5872,3.745,2.8549,54.07,11.0361,55.4445,3.751,2.8651,15.67
ID540_6_R5_W0.01.csv,7.9785,37.5301,10.6028,9.7061,93.13,7.975,37.6761,10.5709,9.7008,-71.83
ID541_6_R5_W0.02.csv,8.2442,38.7686,9.6131,7.3777,377.43,8.2359,38.7442,9.6385,7.3317,-59.39
ID542_6_R5_W0.03.csv,8.358,41.9958,8.6344,5.9661,-73.4,8.3733,41.7159,8.6606,5.9843,-149.86
ID543_6_R5_W0.04.csv,8.5006,44.7985,7.8249,5.1448,275.1,8.4815,45.1315,7.8023,5.1524,12.83
ID544_6_R5_W0.05.csv,8.6121,47.6898,7.1614,4.4814,41.13,8.6106,47.5314,7.1877,4.4977,10.12
ID545_6_R5_W0.06.csv,8.7047,50.9223,6.5648,4.0409,60.27,8.7203,50.7053,6.5693,4.0299,11.34
ID546_6_R5_W0.07.csv,8.7738,53.9276,6.1018,3.5427,64.64,8.778,53.946,6.0938,3.5473,11.44
ID547_6_R5_W0.08.csv,8.8125,58.3831,5.5867,3.3046,72.24,8.8924,56.8945,5.6304,3.3654,13.05
ID548_6_R5_W0.09.csv,8.8501,63.3061,5.1086,3.0802,68.11,8.8374,63.335,5.1209,3.0977,10.85
ID549_6_R5_W0.1.csv,8.7854,70.191,4.6756,2.7802,0.0,8.7941,70.0656,4.6747,2.7972,0.0
ID550_6_R6_W0.01.csv,6.5964,44.7381,13.0123,10.4995,55.0,6.5666,45.238,12.9853,10.3813,51.05
ID551_6_R6_W0.0222.csv,6.8454,47.3157,11.4246,7.5335,448.64,6.8164,47.252,11.5375,7.45,16.43
ID552_6_R6_W0.0344.csv,6.9927,49.7683,10.4087,6.0589,-458.72,7.0207,49.2901,10.426,6.0849,29.66
ID553_6_R6_W0.0467.csv,7.0893,53.9514,9.3418,5.1866,48.38,7.1034,53.4233,9.3966,5.1924,28.01
ID554_6_R6_W0.0589.csv,7.1741,57.6773,8.533,4.4549,31.45,7.2108,56.6951,8.5926,4.5072,27.0
ID555_6_R6_W0.0711.csv,7.3678,59.1295,7.8914,4.0748,-159.57,7.2693,61.2369,7.8279,4.0947,33.8
ID556_6_R6_W0.0833.csv,7.3757,64.677,7.1991,3.6641,66.34,7.3736,64.2573,7.2504,3.6815,41.88
ID558_6_R6_W0.1078.csv,7.4208,74.8649,6.1441,3.0832,-263.98,7.4571,73.6479,6.185,3.1338,11.6
ID559_6_R6_W0.12.csv,7.5011,79.879,5.6358,2.8208,-28.52,7.5456,78.9641,5.6341,2.8742,21.17
ID560_6_R7_W0.01.csv,5.5721,48.1464,16.9451,11.4264,-64.0,5.5999,47.5727,16.9792,11.5754,-74.89
ID561_6_R7_W0.0244.csv,5.7093,48.4543,16.0377,7.7963,38.46,5.7061,48.5612,16.0204,7.7929,11.72
ID562_6_R7_W0.0389.csv,5.8789,51.4308,14.2502,6.0903,23.04,5.8848,51.3178,14.2529,6.0896,13.29
ID563_6_R7_W0.0533.csv,6.1068,57.2947,11.8549,5.1067,-466.44,6.1166,57.0593,11.8656,5.1005,34.92
ID564_6_R7_W0.0678.csv,6.2217,58.832,11.1227,4.5095,348.16,6.2189,59.0444,11.0926,4.5021,30.5
ID565_6_R7_W0.0822.csv,6.3055,62.8186,10.1418,4.0318,-42.36,6.3217,62.3706,10.1624,4.0462,157.28
ID566_6_R7_W0.0967.csv,6.3765,67.3948,9.2438,3.6491,143.66,6.3929,66.7471,9.2855,3.6545,42.22
ID567_6_R7_W0.1111.csv,6.4683,71.2312,8.4995,3.3474,-126.62,6.4577,71.5008,8.4953,3.3507,38.26
ID568_6_R7_W0.1256.csv,6.492,77.182,7.787,3.1058,-256.3,6.4815,77.8088,7.7492,3.0932,30.92
ID569_6_R7_W0.14.csv,6.4991,83.2151,7.2066,2.8031,-311.52,6.4901,83.6104,7.1925,2.7968,27.36
ID570_6_R8_W0.01.csv,4.9133,53.3994,19.6499,12.2297,-11.64,4.9055,53.4874,19.68,12.1593,50.26
ID571_6_R8_W0.0267.csv,5.1708,57.7846,16.3953,7.9678,-12.49,5.1759,57.7279,16.3787,7.9482,-67.49
ID572_6_R8_W0.0433.csv,5.2726,60.7631,14.9951,6.0959,-13.41,5.3005,60.3875,14.9298,6.1626,-21.84
ID573_6_R8_W0.06.csv,5.3991,64.7858,13.4128,5.0976,-15.93,5.4221,64.2895,13.4018,5.1222,-37.65
ID574_6_R8_W0.0767.csv,5.4771,66.7255,12.6546,4.4799,-29.78,5.4662,66.9247,12.6674,4.5586,-374.14
ID575_6_R8_W0.0933.csv,5.551,71.6778,11.4685,3.957,-52.76,5.5251,72.9935,11.3678,3.9128,72.49
ID576_6_R8_W0.11.csv,5.586,77.8153,10.4321,3.5032,106.42,5.5467,80.1283,10.2752,3.4834,27.43
ID577_6_R8_W0.1267.csv,5.6347,81.9017,9.7412,3.1944,54.68,5.6265,82.4491,9.7047,3.1663,47.32
ID578_6_R8_W0.1433.csv,5.624,89.7943,8.9186,2.8314,26.11,5.6781,87.0742,9.0227,2.8696,32.85
ID579_6_R8_W0.16.csv,5.6542,96.2479,8.232,2.5608,54.39,5.666,96.1348,8.2075,2.5806,42.2
ID580_6_R9_W0.01.csv,4.308,60.3697,22.6081,12.6896,-25.95,4.3283,60.2864,22.4282,12.6776,-32.59
ID581_6_R9_W0.0289.csv,4.513,65.6119,18.9551,7.6939,-50.1,4.5318,65.3352,18.8781,7.7859,352.04
ID582_6_R9_W0.0478.csv,4.6365,71.0967,16.5731,5.8741,282.59,4.6221,71.7585,16.5231,5.8506,26.94
ID583_6_R9_W0.0667.csv,4.7218,69.1749,16.424,4.9367,64.92,4.7221,69.1139,16.4363,4.9248,27.52
ID584_6_R9_W0.0856.csv,4.8081,73.1675,14.9753,4.255,62.31,4.8044,73.1974,14.9925,4.2161,23.24
ID585_6_R9_W0.1044.csv,4.8812,79.0393,13.4505,3.7687,75.37,4.8906,78.8472,13.4316,3.7463,21.67
ID587_6_R9_W0.1422.csv,5.0218,87.3296,11.5018,3.0684,-462.56,5.0397,86.4686,11.5337,3.1051,26.32
ID589_6_R9_W0.18.csv,5.0327,105.6431,9.4668,2.5354,-129.91,5.0429,105.4919,9.4419,2.6119,28.13
ID590_6_R10_W0.01.csv,3.8061,63.4396,27.5628,13.5818,-462.4,3.8158,62.9578,27.632,13.6897,61.8
ID591_6_R10_W0.0311.csv,4.0277,69.3401,22.5183,7.9138,-126.07,4.0383,68.6324,22.6314,7.9408,31.35
ID592_6_R10_W0.0522.csv,4.2147,71.7508,19.874,6.0892,-29.67,4.1943,72.4572,19.8721,6.0799,209.73
ID594_6_R10_W0.0944.csv,4.3815,80.7926,16.3317,4.7126,-73.26,4.3704,81.277,16.3162,4.4674,53.7
ID595_6_R10_W0.1156.csv,4.441,86.5679,14.836,3.8109,453.8,4.4334,87.0444,14.8059,3.8528,37.39
ID596_6_R10_W0.1367.csv,4.4951,91.9322,13.6361,3.4318,-204.53,4.4993,91.5096,13.6738,3.4211,14.45
ID597_6_R10_W0.1578.csv,4.5318,97.7476,12.618,3.0707,-245.33,4.5284,98.0997,12.5918,3.0555,24.21
ID598_6_R10_W0.1789.csv,4.2763,144.4878,9.5866,2.9215,7.59,4.3038,141.643,9.6547,2.9857,5.0
ID599_6_R10_W0.2.csv,4.2329,164.2395,8.6075,2.7482,9.91,4.2393,164.8252,8.5513,2.7698,4.71
ID60_1_R7_W0.01.csv,7.981,79.5874,4.9967,2.396,6.2,7.9839,79.6267,4.9906,2.4014,4.68
ID640_8_R5_W0.01.csv,18.6401,4.3203,16.8746,16.3455,-96.36,18.726,4.2877,16.8471,16.4595,-10.87
ID642_8_R5_W0.03.csv,19.2392,4.6301,14.7802,9.5224,-36.67,19.333,4.5926,14.7564,9.5069,-8.25
ID643_8_R5_W0.04.csv,19.4478,4.7246,14.1752,8.6767,-35.38,19.4756,4.7242,14.1363,8.7029,-8.2
ID644_8_R5_W0.05.csv,19.7738,4.9684,13.0389,7.7611,-19.04,19.7715,4.9787,13.0151,7.7619,-6.91
ID645_8_R5_W0.06.csv,19.8951,5.0087,12.7768,6.7064,-21.21,19.8932,5.0131,12.7681,6.7701,-6.72
ID650_8_R6_W0.01.csv,15.6553,5.2242,19.7832,16.137,-46.43,15.5757,5.2256,19.9808,16.1747,-16.58
ID651_8_R6_W0.0222.csv,15.8775,5.4718,18.3633,15.1306,-50.02,15.8862,5.4087,18.5569,15.1218,-16.0
ID653_8_R6_W0.0467.csv,16.2787,5.5505,17.2215,8.2379,-31.27,16.2638,5.524,17.3358,8.1664,-9.4
ID654_8_R6_W0.0589.csv,16.3922,5.7471,16.4028,7.4424,-53.46,16.4519,5.699,16.4213,7.5767,-8.47
ID656_8_R6_W0.0833.csv,16.7212,6.0339,15.0142,7.7199,-22.04,16.7626,6.0041,15.0144,7.7047,-6.96
ID657_8_R6_W0.0956.csv,16.7889,6.2332,14.4174,6.2542,-23.06,16.858,6.1942,14.3894,6.3549,-6.95
ID659_8_R6_W0.12.csv,16.9697,6.3215,13.9147,5.8266,-26.25,17.0302,6.253,13.9675,5.9101,-6.54
ID660_8_R7_W0.01.csv,13.4826,6.4969,21.4479,17.3761,-35.16,13.4891,6.4655,21.5315,17.5152,-9.5
ID661_8_R7_W0.0244.csv,13.5479,6.3034,21.8939,13.9814,-71.22,13.6002,6.2788,21.8111,13.9001,-12.0
ID662_8_R7_W0.0389.csv,13.7522,6.4105,20.8929,10.1416,-38.99,13.7988,6.3109,21.0799,10.264,-13.36
ID663_8_R7_W0.0533.csv,13.9344,6.8048,19.1714,12.0893,-53.98,14.0079,6.7149,19.2247,12.2121,-8.23
ID668_8_R7_W0.1256.csv,14.4573,7.3892,16.4009,6.0412,-46.41,14.5478,7.2796,16.4413,6.0619,-5.99
ID669_8_R7_W0.14.csv,14.5753,7.2918,16.3519,5.8898,-22.14,14.5915,7.2759,16.3512,5.9084,-6.42
ID671_8_R8_W0.0267.csv,11.9274,6.6234,26.8825,11.9751,-200.25,11.8747,6.6264,27.1093,12.0356,-15.97
ID672_8_R8_W0.0433.csv,12.099,6.8006,25.4447,9.4405,-73.03,12.092,6.8207,25.3986,9.3989,-10.87
ID673_8_R8_W0.06.csv,12.2739,7.0474,23.8587,7.9058,-75.53,12.2362,7.0796,23.8969,7.9547,-9.76
ID674_8_R8_W0.0767.csv,12.4043,7.1371,23.0664,6.9425,-22.33,12.3477,7.1586,23.208,7.0167,-10.17
ID675_8_R8_W0.0933.csv,12.4864,7.2593,22.3805,6.2082,-35.54,12.48,7.2802,22.3393,6.2594,-7.68
ID676_8_R8_W0.11.csv,12.627,7.4759,21.2509,6.4694,-21.81,12.6022,7.5014,21.2619,6.5182,-6.98
ID677_8_R8_W0.1267.csv,12.6931,7.8458,20.0387,5.6456,-35.21,12.708,7.7382,20.2696,5.6122,-6.32
ID678_8_R8_W0.1433.csv,12.7875,7.9371,19.5166,5.0206,-15.74,12.7744,7.9319,19.5696,4.9605,-6.39
ID679_8_R8_W0.16.csv,12.8503,7.9949,19.1869,4.5392,-15.8,12.8493,8.0141,19.1437,4.5134,-6.55
ID680_8_R9_W0.01.csv,10.4605,9.0731,25.5142,18.1628,-47.94,10.5562,8.9392,25.4292,18.3399,-8.83
ID681_8_R9_W0.0289.csv,10.6643,9.2183,24.1613,22.9843,-38.66,10.7064,9.1659,24.1092,23.0451,-9.06
ID687_8_R9_W0.1422.csv,11.2813,9.6047,20.7223,9.2339,-25.12,11.3729,9.4049,20.8232,9.4214,-5.83
ID688_8_R9_W0.1611.csv,11.3522,9.5389,20.6055,6.2552,-34.11,11.4267,9.4738,20.4772,6.3178,-5.72
ID695_8_R10_W0.1156.csv,10.0312,10.7594,23.3964,12.1936,-38.72,10.0899,10.6235,23.4207,12.4085,-5.92
ID697_8_R10_W0.1578.csv,10.1639,11.0929,22.1042,10.1104,-24.88,10.2139,10.9505,22.1728,10.4659,-6.0
ID70_1_R8_W0.01.csv,6.9743,91.2125,5.7093,2.5198,6.88,6.9914,90.9593,5.6972,2.5196,4.36
ID720_9_R3_W0.01.csv,18.2796,3.9476,19.2034,28.0993,-203.4,18.2826,3.9429,19.22,28.0932,-32.88
ID721_9_R3_W0.0172.csv,19.2855,4.0781,16.7001,23.0278,-19.1,19.2972,4.0833,16.6588,23.0798,-11.68
ID722_9_R3_W0.0244.csv,19.8766,4.1444,15.47,19.7773,-64.2,19.9431,4.121,15.4543,19.9496,-16.48
ID730_9_R4_W0.01.csv,14.0866,5.3393,23.908,32.0284,-20.82,14.0428,5.3203,24.1432,32.0652,-28.67
ID731_9_R4_W0.02.csv,14.3835,5.3298,22.9719,23.7258,-81.97,14.3297,5.3348,23.1232,23.624,287.92
ID732_9_R4_W0.03.csv,14.8339,5.4673,21.0551,20.6461,-76.82,14.8317,5.4487,21.1331,20.8291,-86.29
ID733_9_R4_W0.04.csv,15.297,5.5166,19.6225,17.3107,-34.95,15.2966,5.4818,19.7482,17.2944,-37.99
ID734_9_R4_W0.05.csv,15.6007,5.5153,18.8704,15.9574,-113.85,15.6196,5.4904,18.9104,15.9453,-54.53
ID735_9_R4_W0.06.csv,15.9686,5.6201,17.6751,14.6947,-145.09,16.0361,5.5694,17.6864,14.8211,-57.88
ID736_9_R4_W0.07.csv,16.3998,5.6192,16.7606,13.6508,-75.85,16.4094,5.5887,16.8321,13.6267,-35.21
ID737_9_R4_W0.08.csv,16.7706,5.6648,15.8984,12.5548,-64.54,16.771,5.6099,16.0535,12.7953,-23.86
ID738_9_R4_W0.09.csv,17.1717,5.6896,15.0983,11.9908,-64.83,17.2269,5.6487,15.1104,11.9489,-18.41
ID740_9_R5.0_W0.01.csv,11.16,6.6913,30.3948,35.1416,-19.94,11.1006,6.7348,30.5229,34.4318,-20.51
ID741_9_R5.0_W0.0228.csv,11.604,6.7976,27.6738,26.0017,-12.41,11.699,6.7603,27.3765,26.6311,-7.81
ID742_9_R5.0_W0.0356.csv,11.7506,6.742,27.2099,19.9364,-47.62,11.7778,6.7215,27.1673,19.8256,-18.63
ID743_9_R5.0_W0.0483.csv,11.9617,6.6807,26.4993,16.74,-61.5,11.9589,6.6811,26.5101,16.838,-20.19
ID744_9_R5.0_W0.0611.csv,12.6381,6.9134,22.9393,16.7194,-11.92,12.5804,6.9585,23.0005,16.2807,-9.05
ID745_9_R5.0_W0.0739.csv,12.8279,7.0012,21.9865,14.3754,-21.67,12.8743,6.9524,21.9816,14.4471,-9.56
ID746_9_R5.0_W0.0867.csv,13.2064,7.101,20.4528,14.0802,48.31,13.2539,7.0246,20.527,14.5395,-19.95
ID747_9_R5.0_W0.0994.csv,13.4686,7.0958,19.6784,13.2159,54.74,13.5108,7.0907,19.5698,13.1471,-40.95
ID748_9_R5.0_W0.1122.csv,13.792,7.2326,18.4116,11.9463,-70.68,13.782,7.1035,18.7734,11.8783,-20.67
ID749_9_R5.0_W0.125.csv,14.0691,7.2373,17.6818,11.2377,-50.23,14.0486,7.1392,17.9771,11.6187,-15.63
ID750_9_R6.0_W0.01.csv,9.3331,7.9248,36.6944,38.5223,-12.5,9.289,7.9577,36.8909,38.1995,-9.72
ID753_9_R6.0_W0.0567.csv,10.3744,8.3146,28.3057,21.0214,-19.86,10.4235,8.2618,28.2189,21.5371,-15.31
ID754_9_R6.0_W0.0722.csv,10.6798,8.3106,26.7229,16.1773,-63.75,10.7157,8.2206,26.8345,16.8367,-21.17
ID755_9_R6.0_W0.0878.csv,10.955,8.4262,25.0486,16.3708,-35.76,11.0134,8.3542,24.9975,16.5748,-25.99
ID757_9_R6.0_W0.1189.csv,11.5388,8.4733,22.4526,14.0014,-59.79,11.5622,8.3762,22.6209,14.0874,-29.94
ID758_9_R6.0_W0.1344.csv,11.8546,8.4967,21.2136,12.9639,-68.23,11.8688,8.4166,21.3643,13.3635,-55.13
ID759_9_R6.0_W0.15.csv,12.1822,8.4873,20.1103,13.5386,-56.04,12.1553,8.4582,20.2691,13.0303,-23.89
ID760_9_R7.0_W0.01.csv,7.4358,8.6589,52.9082,39.3261,7.57,7.4411,8.6476,52.9025,39.1058,7.77
ID761_9_R7.0_W0.0283.csv,8.3093,9.5248,38.5173,28.3507,-51.63,8.3715,9.4873,38.0971,28.7194,-42.15
ID762_9_R7.0_W0.0467.csv,8.5713,9.521,36.2132,21.1538,-116.86,8.6495,9.4777,35.7242,21.2192,-17.51
ID767_9_R7.0_W0.1383.csv,9.9172,10.0211,25.7012,14.4602,-8.14,9.8615,9.9203,26.2561,13.7974,-6.46
ID769_9_R7.0_W0.175.csv,10.438,10.0567,23.1179,13.7213,-38.11,10.4617,9.9891,23.169,14.1322,-10.71
ID770_9_R8.0_W0.01.csv,6.8851,10.3079,51.8377,42.5824,-96.03,6.8493,10.364,52.0977,42.2314,-34.28
ID772_9_R8.0_W0.0522.csv,7.4743,10.8346,41.8497,20.965,115.66,7.5139,10.6632,42.0743,21.2156,-20.65
ID773_9_R8.0_W0.0733.csv,7.6256,10.6391,40.9437,16.6761,16.43,7.5941,10.6794,41.128,16.4164,53.23
ID774_9_R8.0_W0.0944.csv,7.9259,10.8426,37.1882,16.7882,78.66,7.8915,11.0041,36.9626,16.3243,-38.15
ID775_9_R8.0_W0.1156.csv,7.9302,10.8503,37.1215,12.5368,260.13,7.9755,10.756,37.0228,12.4895,-25.06
ID776_9_R8.0_W0.1367.csv,8.1937,10.9164,34.5624,12.2038,-489.49,8.2217,10.9494,34.2241,12.1255,-19.65
ID777_9_R8.0_W0.1578.csv,8.4922,11.0961,31.654,11.6392,110.79,8.4579,11.0057,32.1733,11.7111,-54.58
ID778_9_R8.0_W0.1789.csv,8.7474,11.2466,29.4345,13.2565,64.94,8.7323,11.2287,29.5841,13.3441,-24.45
ID779_9_R8.0_W0.2.csv,8.9115,11.3679,28.058,13.154,-239.56,8.9631,11.2513,28.0236,12.96,-12.51
ID781_9_R9.0_W0.0339.csv,6.379,11.9259,52.1961,28.147,-14.75,6.3234,12.0029,52.778,27.5544,-34.73
ID785_9_R9.0_W0.1294.csv,7.0352,12.2912,41.6385,12.9165,75.27,7.0807,12.2046,41.3966,13.0795,-22.96
ID786_9_R9.0_W0.1533.csv,7.3784,12.8674,36.1595,18.1423,156.2,7.4627,12.5414,36.2664,18.477,-26.46
ID787_9_R9.0_W0.1772.csv,7.3923,12.5061,37.0642,10.8867,52.51,7.4912,12.3409,36.576,11.2585,-13.75
ID789_9_R9.0_W0.225.csv,7.8067,12.5843,33.0275,10.8642,224.12,7.8184,12.6073,32.8689,10.8454,-30.67
ID790_9_R10.0_W0.01.csv,5.4963,13.6671,61.3515,58.0475,-7.39,5.4373,13.6431,62.7999,57.2253,-6.7
ID791_9_R10.0_W0.0367.csv,5.8159,13.4692,55.5982,27.6746,-9.03,5.8624,13.2141,55.7762,28.1094,-5.63
ID792_9_R10.0_W0.0633.csv,6.0773,13.2809,51.6401,21.2269,-8.55,6.004,13.3962,52.454,20.9481,-7.42
ID794_9_R10.0_W0.1167.csv,6.5734,13.9407,42.0513,17.8231,-7.84,6.5529,13.7609,42.8677,18.4384,-6.03
ID795_9_R10.0_W0.1433.csv,6.5593,14.5371,40.4995,21.2983,-14.07,6.6188,14.3376,40.3276,21.8358,-7.17
ID796_9_R10.0_W0.17.csv,6.8309,13.9863,38.8134,14.2229,-11.85,6.7979,13.8512,39.5737,13.9363,-13.28
ID797_9_R10.0_W0.1967.csv,6.9416,14.3212,36.7067,15.7388,-17.12,6.9954,13.9589,37.0823,15.7565,-6.75
